ComuneCercaOLD,Comune_residenza_old_MANUALE,appoggio,Comune_residenza,Frequenza sinistri 2021,Costo Medio Totale 2021,Veicoli Anno 2021,Frequenza sinistri 2020,Costo Medio totale 2020,Veicoli Anno 2020,Frequenza sinistri 2019,Costo Medio totale 2019,Veicoli Anno 2019,Frequenza sinistri 2018,Costo Medio totale 2018,Veicoli Anno 2018,Regione,Provincia,Zona
Tassullo,Tassullo,,Ville d'Anaunia,0.041938201,4940.395161,2956.731507,0.03785258,4550.71,2641.827869,0.067213826,2548.607595,1175.353425,0.059540848,4423.773585,890.1452055,,,
Strembo,,,Strembo,0.048228112,3838.266667,311.0219178,0.027314452,1214.25,292.8852459,0.073982202,3066.666667,283.8520548,0.058500621,1606.0625,273.5013699,Trentino-Alto Adige/Südtirol,Trento,Nord-est
Stenico,,,Stenico,0.052990708,11052.83784,698.2356164,0.022651599,2257.266667,662.204918,0.036399295,4743.958333,659.3534247,0.032557171,1885.238095,645.0191781,Trentino-Alto Adige/Südtirol,Trento,Nord-est
Storo,,,Storo,0.040525784,2923.242718,2541.591781,0.028334001,4250.642857,2470.530055,0.036176001,2264.348315,2460.194521,0.04178721,3464.23,2393.076712,Trentino-Alto Adige/Südtirol,Trento,Nord-est
Telve di Sopra,,,Telve di Sopra,0.027007229,1825.9,370.2712329,0.023712342,1588.875,337.3770492,0.050831074,1524.705882,334.4410959,0.047730356,1679.3125,335.2164384,Trentino-Alto Adige/Südtirol,Trento,Nord-est
Telve,,,Telve,0.023729475,2147.321429,1179.967123,0.031211701,2363.771429,1121.374317,0.049340259,3636.033898,1195.778082,0.034431312,2492.526316,1103.646575,Trentino-Alto Adige/Südtirol,Trento,Nord-est
Tenna,,,Tenna,0.034704065,2453.136364,633.9315068,0.017237238,1369.5,580.1393443,0.038726977,1604.136364,568.0794521,0.049992644,2234.925926,540.0794521,Trentino-Alto Adige/Südtirol,Trento,Nord-est
Terragnolo,,,Terragnolo,0.038906099,1278.9375,411.2465753,0.035474635,1986.461538,366.4590164,0.049765346,2300.947368,381.7917808,0.04342481,1689.666667,345.4246575,Trentino-Alto Adige/Südtirol,Trento,Nord-est
Terzolas,,,Terzolas,0.018675171,1756.5,321.2821918,0.035664867,3677.5,280.3879781,0.058260176,1364.5625,274.630137,0.036729354,2519.666667,245.0356164,Trentino-Alto Adige/Südtirol,Trento,Nord-est
Tesero,,,Tesero,0.04334233,2513.657143,1615.049315,0.031841469,2953.577778,1413.251366,0.047638515,3060.911765,1427.416438,0.041560377,3081.649123,1371.49863,Trentino-Alto Adige/Südtirol,Trento,Nord-est
Cerro al Volturno,,,Cerro al Volturno,0.035973924,5144.47619,583.7561644,0.032860183,3260.2,608.6393443,0.030508325,5573.578947,622.7808219,0.051127385,85185.375,625.8876712,Molise,Isernia,Sud
Ton,,,Ton,0.050411151,2358.538462,773.6383562,0.037946651,10449.32,658.8196721,0.04659515,1852.166667,643.8438356,0.057663489,2701,606.969863,Trentino-Alto Adige/Südtirol,Trento,Nord-est
Vigo di Fassa,,,Vigo di Fassa,0,0,0,0,0,0,0,0,0,0,0,0,Trentino-Alto Adige/Südtirol,Trento,Nord-est
Tonadico,Tonadico,,Primiero San Martino di Castrozza,0.033066673,4858.869565,2782.257534,0.027099167,2636.166667,2214.090164,0.053010014,4343.135593,1112.99726,0.044139261,3331.871795,883.5671233,,,
Torcegno,,,Torcegno,0.039142585,3524.823529,434.309589,0.016655831,1635.857143,420.273224,0.033245286,9546.714286,421.1123288,0.036845116,5865.666667,407.109589,Trentino-Alto Adige/Südtirol,Trento,Nord-est
Trambileno,,,Trambileno,0.037835842,6143.125,845.7589041,0.025545233,1401.368421,743.7786885,0.034622401,2202.576923,750.9589041,0.037366204,1523.444444,722.5780822,Trentino-Alto Adige/Südtirol,Trento,Nord-est
Tuenno,Tuenno,,Ville d'Anaunia,0.041938201,4940.395161,2956.731507,0.03785258,4550.71,2641.827869,0.067213826,2548.607595,1175.353425,0.059540848,4423.773585,890.1452055,,,
Vattaro,Vattaro,,Altopiano della Vigolana,0.040050899,2676.280702,2846.378082,0.024963971,2546.903226,2483.579235,0.054876592,2111.465753,1330.257534,0.053925992,2519.714286,1038.460274,,,
Trento,,,Trento,0.057587878,4114.48948,249253.8438,0.045768989,4444.412167,220520.4945,0.069133183,3056.062773,165680.2055,0.058246962,3042.381443,84931.46849,Trentino-Alto Adige/Südtirol,Trento,Nord-est
Vervò,Vervò,,Predaia,0.03849255,2959.993671,4104.690411,0.037841075,3063.703704,3567.551913,0.048788938,2305.77551,2008.652055,0.053341082,2372.837209,1612.265753,,,
Tres,Tres,,Predaia,0.03849255,2959.993671,4104.690411,0.037841075,3063.703704,3567.551913,0.048788938,2305.77551,2008.652055,0.053341082,2372.837209,1612.265753,,,
Pralungo,,,Pralungo,0.048671676,2026.105263,1171.112329,0.039110285,1432.782609,1176.161202,0.062302154,1540.558442,1235.912329,0.054243981,2287.380952,1161.419178,Piemonte,Biella,Nord-ovest
Valfloriana,,,Valfloriana,0.053066724,2663.133333,282.6630137,0.039560297,1555,252.7786885,0.027509798,1713.857143,254.4547945,0.046915715,1592.363636,234.4630137,Trentino-Alto Adige/Südtirol,Trento,Nord-est
Tresnuraghes,,,Tresnuraghes,0.053396483,3672.03125,599.290411,0.029394705,2003.666667,612.3551913,0.043438208,2196.777778,621.5726027,0.050140806,2602.785714,558.4273973,Sardegna,Oristano,Isole
Vallarsa,,,Vallarsa,0.0342584,1494.214286,817.3178082,0.029453508,1676.818182,746.9398907,0.035134692,1434.62963,768.4712329,0.050125453,2186.837838,738.1479452,Trentino-Alto Adige/Südtirol,Trento,Nord-est
Flussio,,,Flussio,0.026179137,1827.4,190.9917808,0.019496864,1896.25,205.1612022,0.047774244,1397.5,209.3178082,0.030477622,1546.833333,196.8657534,Sardegna,Oristano,Isole
Vermiglio,,,Vermiglio,0.033907527,2368.428571,1032.219178,0.041216349,2063.628571,849.1775956,0.061853923,2800.153846,840.690411,0.049611771,3493.025,806.260274,Trentino-Alto Adige/Südtirol,Trento,Nord-est
Vezzano,Vezzano,,Vallelaghi,0.041552271,2550.375,2887.928767,0.034931722,2518.373626,2605.081967,0.060858141,2344.746988,1363.827397,0.071376102,2166.448718,1092.80274,,,
Vignola-Falesina,,,Vignola-Falesina,0.076706859,5854.125,104.2931507,0.060544236,1492,99.1010929,0.050198042,2317.6,99.60547945,0.02105992,396.5,94.96712329,Trentino-Alto Adige/Südtirol,Trento,Nord-est
Villa Rendena,Villa Rendena,,Porte di Rendena,0.046461303,2872.695652,990.0712329,0.038290012,1874.885714,914.0765027,0.082283653,2386.775,486.1232877,0.049410384,1539.944444,364.2958904,,,
Volano,,,Volano,0.043717156,1651.833333,1646.950685,0.034967844,3755.907407,1544.275956,0.047965643,2360.48,1563.619178,0.045924089,2357.463768,1502.479452,Trentino-Alto Adige/Südtirol,Trento,Nord-est
Zambana,Zambana,,Terre d'Adige,0.048504405,3731.230769,1608.10137,0.058463465,2467.253333,1282.852459,0.054694451,5532.4375,585.0684932,0.048236172,2361.677419,642.6712329,Trentino-Alto Adige/Südtirol,Trento,Nord-est
Milis,,,Milis,0.034198736,2469.181818,643.2986301,0.027657082,1709,650.8278689,0.05312027,2237.657143,658.8821918,0.038310155,2317.227273,574.260274,Sardegna,Oristano,Isole
Ziano di Fiemme,,,Ziano di Fiemme,0.033428526,2336.484848,987.1808219,0.0278327,3720.833333,862.295082,0.038293651,3116.969697,861.7616438,0.032124408,2096.961538,809.3534247,Trentino-Alto Adige/Südtirol,Trento,Nord-est
Zuclo,Zuclo,,Borgo Lares,0.030964096,2766,419.8410959,0.043651326,1543.4375,366.5409836,0.08821815,6331.117647,192.7041096,0.056361952,1850.875,141.939726,,,
Comano Terme,,,Comano Terme,0.039957169,2196.53125,1601.715068,0.02472023,54584.125,1294.486339,0.044438454,2432,1260.169863,0.041830876,2719.693878,1171.383562,Trentino-Alto Adige/Südtirol,Trento,Nord-est
Castel San Vincenzo,,,Castel San Vincenzo,0.043788817,2184,296.8794521,0.027168215,1366,294.4617486,0.037931751,4085.818182,289.9945205,0.045106278,6340.230769,288.2082192,Molise,Isernia,Sud
Castelverrino,,,Castelverrino,0,0,64.67671233,0.055341347,1694.75,72.27868852,0.051655817,3038.5,77.43561644,0.046083919,1892.333333,65.09863014,Molise,Isernia,Sud
Muzzano,,,Muzzano,0.052614298,1122.777778,342.1123288,0.035681789,1651.25,336.3060109,0.049527078,1498.705882,343.2465753,0.058768198,2491.263158,323.3041096,Piemonte,Biella,Nord-ovest
Chiauci,,,Chiauci,0.041030599,1494.8,121.860274,0.030957919,4095.5,129.2076503,0.090346535,2843.666667,132.8219178,0.056714761,2663,123.4246575,Molise,Isernia,Sud
Pettoranello del Molise,,,Pettoranello del Molise,0.052375876,1660,267.2986301,0.056771765,3042.333333,264.215847,0.053034156,2205.428571,263.9808219,0.042548907,1540.090909,258.5260274,Molise,Isernia,Sud
Civitanova del Sannio,,,Civitanova del Sannio,0.023529981,1636.5,339.9917808,0.025826381,2766.333333,348.4808743,0.046921198,2125.941176,362.309589,0.030949132,2503.636364,355.4219178,Molise,Isernia,Sud
Conca Casale,,,Conca Casale,0.011338925,1782,88.19178082,0.032491936,1462.666667,92.33060109,0.01131818,5523,88.35342466,0.049266071,2997,81.19178082,Molise,Isernia,Sud
Colli a Volturno,,,Colli a Volturno,0.02782194,3632.380952,754.8,0.026618182,3371,751.3661202,0.061293907,2349.723404,766.7972603,0.057572667,2526.604651,746.8821918,Molise,Isernia,Sud
Sant'Elena Sannita,,,Sant'Elena Sannita,0.03542795,2182.4,141.1315068,0.053210242,1582.875,150.3469945,0.053056181,1662,150.7835616,0.133492398,2112.333333,157.3123288,Molise,Isernia,Sud
Filignano,,,Filignano,0.023204991,1833.125,344.7534247,0.021798203,1579,367.0027322,0.046702242,2836.235294,364.0082192,0.031160264,3342.727273,353.0136986,Molise,Isernia,Sud
Frosolone,,,Frosolone,0.027343426,2219.810811,1353.158904,0.023041868,2350.290323,1345.377049,0.042272851,3288.883333,1419.350685,0.060369708,3731.842697,1474.249315,Molise,Isernia,Sud
Narbolia,,,Narbolia,0.031887477,2864.333333,940.8082192,0.026869643,1309.12,930.4180328,0.037022118,2547.057143,945.3808219,0.046974563,2055.325581,915.3890411,Sardegna,Oristano,Isole
Isernia,,,Isernia,0.042253097,13762.19335,11383.78082,0.045240165,3430.595703,11317.37705,0.058164241,2996.197309,11501.91233,0.06227095,4317.256625,11514.19726,Molise,Isernia,Sud
Macchiagodena,,,Macchiagodena,0.030357157,2847.142857,691.7643836,0.023129241,1146.1875,691.7650273,0.063157978,2431.181818,696.6657534,0.041818142,2117.807692,621.739726,Molise,Isernia,Sud
Santa Maria del Molise,,,Santa Maria del Molise,0.040626087,2392.6875,393.8356164,0.048316496,3984.157895,393.2404372,0.057525611,2182.291667,417.2054795,0.094690861,4010.27027,390.7452055,Molise,Isernia,Sud
Miranda,,,Miranda,0.030774333,1342.066667,487.4191781,0.038021585,2139.055556,473.4153005,0.032228253,1762.6,465.430137,0.049503119,3318.227273,444.4164384,Molise,Isernia,Sud
Montaquila,,,Montaquila,0.030601487,1736.275,1307.126027,0.02540747,3422.606061,1298.830601,0.02925004,27990.23077,1333.331507,0.037646493,2395.520833,1275.019178,Molise,Isernia,Sud
Monteroduni,,,Monteroduni,0.035319081,3981.166667,1189.158904,0.030631772,3089.702703,1207.896175,0.066096873,4538.186047,1301.120548,0.04501962,2624.033898,1310.539726,Molise,Isernia,Sud
Pesche,,,Pesche,0.031753652,3110.777778,850.2958904,0.042828814,1356.567568,863.9043716,0.041705283,3182.666667,863.2,0.058831269,1445.102041,832.890411,Molise,Isernia,Sud
Pescolanciano,,,Pescolanciano,0.036123354,2059.133333,415.2438356,0.027664779,2286.454545,397.6174863,0.022082846,2326.111111,407.5561644,0.040711617,1291.8125,393.0082192,Molise,Isernia,Sud
Ronco Biellese,,,Ronco Biellese,0.056929714,9369.439024,720.1863014,0.039396909,1937.517241,736.0983607,0.060165841,1668.630435,764.5534247,0.051046057,2066.513514,724.8356164,Piemonte,Biella,Nord-ovest
Ledro,,,Ledro,0.033945746,2414.759615,3063.712329,0.023712498,2078.474576,2488.139344,0.050320449,3089.826446,2404.589041,0.038360057,2297.494118,2215.846575,Trentino-Alto Adige/Südtirol,Trento,Nord-est
Poggio Sannita,,,Poggio Sannita,0.027141134,2404,331.6,0.014334728,119303.2,348.8032787,0.046376812,2767.1875,345,0.042348628,4036.933333,354.2027397,Molise,Isernia,Sud
Neoneli,,,Neoneli,0.02400388,1225.5,333.2794521,0.0208836,876.8571429,335.1912568,0.044054383,1460,317.7890411,0.035056317,1074.909091,313.7808219,Sardegna,Oristano,Isole
Pozzilli,,,Pozzilli,0.030721894,29688.55556,1171.80274,0.029159603,2584.361111,1234.584699,0.04294642,2342.264151,1234.09589,0.037852183,2007.909091,1162.416438,Molise,Isernia,Sud
Quittengo,,,Quittengo,0,0,0,0,0,0,0,0,0,0,0,0,,,
Rionero Sannitico,,,Rionero Sannitico,0.028329125,1954,529.490411,0.02403953,1194.230769,540.7759563,0.049009369,2153.592593,550.9150685,0.048202636,3273.2,518.6438356,Molise,Isernia,Sud
Roccamandolfi,,,Roccamandolfi,0.01190583,1470.25,335.969863,0.023912777,3757.875,334.5491803,0.018040133,1643.833333,332.5917808,0.023811965,4411.714286,293.969863,Molise,Isernia,Sud
Aidomaggiore,,,Aidomaggiore,0.029996302,3332.166667,200.0246575,0.01052783,1801.5,189.9726776,0.015141668,3567,198.1287671,0.045973633,1544.666667,195.7643836,Sardegna,Oristano,Isole
Roccasicura,,,Roccasicura,0.019398384,4770,257.7534247,0.019360777,3223.6,258.2540984,0.007731003,2027,258.6986301,0.020775939,879.4,240.6630137,Molise,Isernia,Sud
Bonarcado,,,Bonarcado,0.02738855,1924.947368,693.7205479,0.024789733,1857.588235,685.7677596,0.049545654,4033.171429,706.4191781,0.046716823,1705.53125,684.9780822,Sardegna,Oristano,Isole
Rocchetta a Volturno,,,Rocchetta a Volturno,0.044885225,26559.44444,601.5342466,0.051263052,1997,604.7240437,0.068987863,3898.880952,608.8027397,0.052484125,2017.83871,590.6547945,Molise,Isernia,Sud
Allai,,,Allai,0,0,151.5671233,0.040207998,830.8333333,149.2240437,0.03876861,5960.5,154.7643836,0.072444156,2073.181818,151.8410959,Sardegna,Oristano,Isole
San Pietro Avellana,,,San Pietro Avellana,0.035369074,1899.25,226.1863014,0.021835103,1021.4,228.989071,0.033164106,2658.75,241.2246575,0.026377915,2172,227.4630137,Molise,Isernia,Sud
Sant'Agapito,,,Sant'Agapito,0.03802318,2219.037037,710.0931507,0.022954624,1646.1875,697.0273224,0.044286581,3282,699.9863014,0.042123821,1928.896552,688.4465753,Molise,Isernia,Sud
Scapoli,,,Scapoli,0.019615922,2443.5,305.8739726,0.013498811,10632.75,296.3224044,0.029764332,1422.777778,302.3753425,0.041096662,1180.583333,291.9945205,Molise,Isernia,Sud
Abbasanta,,,Abbasanta,0.029448376,2700.547619,1426.224658,0.02356305,1994.058824,1442.937158,0.04085578,3652.135593,1444.10411,0.042808219,2026.633333,1401.6,Sardegna,Oristano,Isole
Vastogirardi,,,Vastogirardi,0.042134122,2380.875,379.739726,0.034223076,5321.538462,379.8606557,0.055340763,7404.909091,397.5369863,0.079854512,5423.125,400.7287671,Molise,Isernia,Sud
Asuni,,,Asuni,0.046715302,1105.142857,149.8438356,0.013564347,462.5,147.4453552,0.032258065,1452,155,0.036583532,707.1666667,164.0082192,Sardegna,Oristano,Isole
Busachi,,,Busachi,0.020689557,1843,580.0027397,0.024515339,1847.857143,571.0710383,0.031850994,2786.277778,565.1315068,0.043417492,2093.916667,552.7726027,Sardegna,Oristano,Isole
Venafro,,,Venafro,0.041449762,3739.784861,6055.523288,0.027091472,3067.384146,6053.565574,0.040218268,8055.562753,6141.487671,0.047812418,2426.675958,6002.624658,Molise,Isernia,Sud
Arborea,,,Arborea,0.022383054,2123.469388,2189.156164,0.024337732,2228.169811,2177.688525,0.038882599,3847.465116,2211.786301,0.027614028,26278.12903,2245.235616,Sardegna,Oristano,Isole
Ardauli,,,Ardauli,0.014057114,63286.66667,426.830137,0.027235014,2463.583333,440.6092896,0.017984393,1321.875,444.830137,0.031444025,2662.571429,445.2356164,Sardegna,Oristano,Isole
Cuglieri,,,Cuglieri,0.044960429,1683.35,1334.506849,0.035437645,12286.7234,1326.273224,0.038351455,1330.82,1303.731507,0.039637209,1989.038462,1311.89863,Sardegna,Oristano,Isole
Mogoro,,,Mogoro,0.038280021,2015.492958,1854.753425,0.027598147,2903.36,1811.715847,0.040422996,3078.777778,1781.164384,0.037386106,2202.955882,1818.857534,Sardegna,Oristano,Isole
Ghilarza,,,Ghilarza,0.032975916,2037.25,2304.712329,0.02664528,2382.803279,2289.336066,0.034283278,3084.346154,2275.161644,0.037795377,2427.873418,2090.20274,Sardegna,Oristano,Isole
Morgongiori,,,Morgongiori,0.022200258,1316.25,360.3561644,0.030730713,29359.63636,357.9480874,0.043062088,1833.066667,348.3342466,0.018862562,3102.833333,318.090411,Sardegna,Oristano,Isole
Marrubiu,,,Marrubiu,0.035409346,2349.207792,2174.567123,0.02855593,3649.238095,2206.196721,0.041096229,2067.153846,2214.315068,0.043345737,2273.84375,2214.750685,Sardegna,Oristano,Isole
Masullas,,,Masullas,0.044271555,2961.47619,474.3452055,0.021454573,4385,466.1010929,0.034042553,1203.8125,470,0.036448971,2258.055556,493.8410959,Sardegna,Oristano,Isole
Scano di Montiferro,,,Scano di Montiferro,0.038955445,2182.5,718.769863,0.036977029,1893,730.1830601,0.026136278,1971.842105,726.9589041,0.031764743,3268.818182,692.5917808,Sardegna,Oristano,Isole
Senis,,,Senis,0.030304037,1108.4,164.9945205,0.01814996,634.6666667,165.2896175,0.024193415,855,165.3342466,0.018297879,857,163.9534247,Sardegna,Oristano,Isole
Norbello,,,Norbello,0.035763754,2332.909091,615.1479452,0.026493281,2256,641.6721311,0.045881939,1876.9,653.8520548,0.020763242,1554.428571,674.2684932,Sardegna,Oristano,Isole
Nurachi,,,Nurachi,0.03654607,1756.484848,902.969863,0.059167453,2215.62963,912.6639344,0.050967203,2168.808511,922.1616438,0.056105441,1792.372549,909.0027397,Sardegna,Oristano,Isole
Nureci,,,Nureci,0.03100051,1204.75,129.030137,0.037897614,2175.6,131.9344262,0.053826869,3077.428571,130.0465753,0.022545245,774.6666667,133.0657534,Sardegna,Oristano,Isole
Oristano,,,Oristano,0.0464375,2384.02969,15956.93151,0.038647601,1888.938808,16068.26776,0.055444976,5017.695893,16250.34521,0.057414965,2709.969017,16302.36986,Sardegna,Oristano,Isole
Riola Sardo,,,Riola Sardo,0.033728891,3810.583333,1067.334247,0.029062351,15293.93548,1066.672131,0.041542827,1921.022727,1059.147945,0.047169324,2586.46,1060.010959,Sardegna,Oristano,Isole
Simaxis,,,Simaxis,0.04720571,2409.846154,1101.561644,0.029618476,3081.909091,1114.169399,0.05341618,1747.118644,1104.534247,0.05026138,2154.277778,1074.383562,Sardegna,Oristano,Isole
Samugheo,,,Samugheo,0.037780258,2343.086957,1217.567123,0.035539598,2242.883721,1209.918033,0.056503922,3024.842857,1238.852055,0.035967206,1615.355556,1251.139726,Sardegna,Oristano,Isole
Santa Giusta,,,Santa Giusta,0.047755272,2687.117117,2324.350685,0.048775287,17525.02609,2357.751366,0.063164307,1639.173333,2374.758904,0.064862543,2206.701987,2328,Sardegna,Oristano,Isole
Villa Sant'Antonio,,,Villa Sant'Antonio,0.043033028,1794.285714,162.6657534,0.031076468,3313.8,160.8934426,0.036035147,7453.333333,166.5041096,0.048325969,1245.375,165.5424658,Sardegna,Oristano,Isole
Santu Lussurgiu,,,Santu Lussurgiu,0.04004503,2160.326087,1148.706849,0.034325104,1464,1165.327869,0.048934513,1670.517241,1185.257534,0.044551857,1869.06,1122.287671,Sardegna,Oristano,Isole
San Vero Milis,,,San Vero Milis,0.03071234,2007.736842,1237.287671,0.028235014,2332.628571,1239.595628,0.033641365,1748.452381,1248.463014,0.031204933,1623.947368,1217.756164,Sardegna,Oristano,Isole
Sedilo,,,Sedilo,0.026950087,1987.148148,1001.852055,0.034448203,2423.823529,986.989071,0.046607909,2378.444444,965.5013699,0.028414825,2300.62963,950.2082192,Sardegna,Oristano,Isole
Pollone,,,Pollone,0.037961422,2035.365854,1080.043836,0.036371698,2660.230769,1072.262295,0.071188259,7004.473684,1067.591781,0.058329693,1493.583333,1028.635616,Piemonte,Biella,Nord-ovest
Seneghe,,,Seneghe,0.034781535,2411.037037,776.2739726,0.020292115,1459.4375,788.4836066,0.036803011,1685.7,815.1506849,0.04229655,2209.69697,780.2054795,Sardegna,Oristano,Isole
Casargo,,,Casargo,0.029166361,4434,411.4328767,0.055159851,7326.956522,416.9699454,0.026212191,3115.818182,419.6520548,0.03483893,1442.357143,401.8493151,Lombardia,Lecco,Nord-ovest
Siamanna,,,Siamanna,0.032810709,1659.916667,365.7342466,0.015585411,2344.666667,384.9754098,0.052780896,8213.714286,397.8712329,0.030386702,6841.75,394.909589,Sardegna,Oristano,Isole
Simala,,,Simala,0.018246655,769.3333333,164.4136986,0.017913954,5947.666667,167.4672131,0.022544084,1428.75,177.430137,0.033657614,2072.833333,178.2657534,Sardegna,Oristano,Isole
Casatenovo,,,Casatenovo,0.043389999,3091.87108,6614.427397,0.036804597,2045.188525,6629.606557,0.055097208,2041.074866,6788.00274,0.056050093,2521.749333,6690.443836,Lombardia,Lecco,Nord-ovest
Solarussa,,,Solarussa,0.035667639,1999.731707,1149.50137,0.028586509,1961.333333,1154.39071,0.040717104,1660.145833,1178.865753,0.036004542,1595.658537,1138.745205,Sardegna,Oristano,Isole
Uras,,,Uras,0.026754934,2326.53125,1196.041096,0.033811385,2070.560976,1212.60929,0.044827241,2124.5,1204.624658,0.035227864,1748.906977,1220.624658,Sardegna,Oristano,Isole
Sorradile,,,Sorradile,0.034065985,1743.833333,176.1287671,0.011597509,3348,172.4508197,0.022128253,6681.75,180.7643836,0.04572932,2473.125,174.9424658,Sardegna,Oristano,Isole
